sra_study_id,study_title,sra_sample_id,sample_name,sra_experiment_id,sra_run_id
SRP048907,CSER: Exploring Precision Cancer Medicine for Sarcoma and Rare Cancers,SRS1740120,,SRX1909148,SRR4306194
SRP048907,CSER: Exploring Precision Cancer Medicine for Sarcoma and Rare Cancers,SRS1740388,,SRX1909419,SRR4306465
SRP048907,CSER: Exploring Precision Cancer Medicine for Sarcoma and Rare Cancers,SRS1740119,,SRX1909147,SRR4306193
SRP048907,CSER: Exploring Precision Cancer Medicine for Sarcoma and Rare Cancers,SRS1741338,,SRX1910369,SRR4307414
SRP048907,CSER: Exploring Precision Cancer Medicine for Sarcoma and Rare Cancers,SRS1740063,,SRX1909093,SRR4306139
SRP048907,CSER: Exploring Precision Cancer Medicine for Sarcoma and Rare Cancers,SRS1740932,,SRX1909961,SRR4307007
SRP048907,CSER: Exploring Precision Cancer Medicine for Sarcoma and Rare Cancers,SRS1740064,,SRX1909092,SRR4306138
SRP048907,CSER: Exploring Precision Cancer Medicine for Sarcoma and Rare Cancers,SRS1741239,,SRX1910269,SRR4307314
SRP048907,CSER: Exploring Precision Cancer Medicine for Sarcoma and Rare Cancers,SRS1740391,,SRX1909420,SRR4306466
SRP048907,CSER: Exploring Precision Cancer Medicine for Sarcoma and Rare Cancers,SRS1741340,,SRX1910370,SRR4307415
SRP048907,CSER: Exploring Precision Cancer Medicine for Sarcoma and Rare Cancers,SRS1740856,,SRX1909885,SRR4306931
SRP048907,CSER: Exploring Precision Cancer Medicine for Sarcoma and Rare Cancers,SRS1740857,,SRX1909886,SRR4306932
SRP048907,CSER: Exploring Precision Cancer Medicine for Sarcoma and Rare Cancers,SRS1741007,,SRX1910037,SRR4307083
SRP048907,CSER: Exploring Precision Cancer Medicine for Sarcoma and Rare Cancers,SRS1741011,,SRX1910038,SRR4307084
SRP048907,CSER: Exploring Precision Cancer Medicine for Sarcoma and Rare Cancers,SRS1741566,,SRX1910596,SRR4307641
SRP048907,CSER: Exploring Precision Cancer Medicine for Sarcoma and Rare Cancers,SRS1741567,,SRX1910597,SRR4307642
SRP048907,CSER: Exploring Precision Cancer Medicine for Sarcoma and Rare Cancers,SRS1740966,,SRX1909995,SRR4307041
SRP048907,CSER: Exploring Precision Cancer Medicine for Sarcoma and Rare Cancers,SRS1740967,,SRX1909996,SRR4307042
SRP048907,CSER: Exploring Precision Cancer Medicine for Sarcoma and Rare Cancers,SRS1739796,,SRX1908825,SRR4305871
SRP048907,CSER: Exploring Precision Cancer Medicine for Sarcoma and Rare Cancers,SRS1739797,,SRX1908826,SRR4305872
SRP048907,CSER: Exploring Precision Cancer Medicine for Sarcoma and Rare Cancers,SRS1740442,,SRX1909471,SRR4306517
SRP048907,CSER: Exploring Precision Cancer Medicine for Sarcoma and Rare Cancers,SRS1740547,,SRX1909576,SRR4306622
SRP048907,CSER: Exploring Precision Cancer Medicine for Sarcoma and Rare Cancers,SRS1740548,,SRX1909577,SRR4306623
SRP071557,The Landscape of Antisense Gene Expression in Human Cancers,SRS1332624,,SRX1622329,SRR3214792
SRP071557,The Landscape of Antisense Gene Expression in Human Cancers,SRS1332449,,SRX1622513,SRR3214976
SRP071557,The Landscape of Antisense Gene Expression in Human Cancers,SRS1332625,,SRX1622328,SRR3214791
SRP071557,The Landscape of Antisense Gene Expression in Human Cancers,SRS1332623,,SRX1622330,SRR3214793
SRP071557,The Landscape of Antisense Gene Expression in Human Cancers,SRS1332454,,SRX1622507,SRR3214970
SRP071557,The Landscape of Antisense Gene Expression in Human Cancers,SRS1332626,,SRX1622327,SRR3214790
SRP071557,The Landscape of Antisense Gene Expression in Human Cancers,SRS1332462,,SRX1622500,SRR3214963
SRP071557,The Landscape of Antisense Gene Expression in Human Cancers,SRS1332622,,SRX1622331,SRR3214794
SRP050003,Massive parallel sequencing uncovers actionable FGFR2-PPHLN1 fusion and ARAF mutations in intrahepatic cholangiocarcinoma,SRS747617,"iCCA patient, liver",SRX763107,SRR1656643
SRP050003,Massive parallel sequencing uncovers actionable FGFR2-PPHLN1 fusion and ARAF mutations in intrahepatic cholangiocarcinoma,SRS747618,"iCCA patient, liver",SRX763108,SRR1656644
SRP050003,Massive parallel sequencing uncovers actionable FGFR2-PPHLN1 fusion and ARAF mutations in intrahepatic cholangiocarcinoma,SRS747619,"iCCA patient, liver",SRX763109,SRR1656645
SRP050003,Massive parallel sequencing uncovers actionable FGFR2-PPHLN1 fusion and ARAF mutations in intrahepatic cholangiocarcinoma,SRS747615,"iCCA patient, liver",SRX763105,SRR1656641
SRP050003,Massive parallel sequencing uncovers actionable FGFR2-PPHLN1 fusion and ARAF mutations in intrahepatic cholangiocarcinoma,SRS747616,"iCCA patient, liver",SRX763106,SRR1656642
SRP050003,Massive parallel sequencing uncovers actionable FGFR2-PPHLN1 fusion and ARAF mutations in intrahepatic cholangiocarcinoma,SRS747621,"iCCA patient, liver",SRX763111,SRR1656647
SRP050003,Massive parallel sequencing uncovers actionable FGFR2-PPHLN1 fusion and ARAF mutations in intrahepatic cholangiocarcinoma,SRS747620,"iCCA patient, liver",SRX763110,SRR1656646
SRP073267,Impact of RNA degradation on fusion detection by RNA-seq,SRS1395971,Lung,SRX1703826,SRR3380706
SRP073267,Impact of RNA degradation on fusion detection by RNA-seq,SRS1395971,Lung,SRX1703826,SRR3380708
