sra_study_id,study_title,sra_sample_id,sample_name,sra_experiment_id,sra_run_id
SRP090460,Conserved recurrent gene mutations correlate with pathway deregulation and clinical outcomes of lung adenocarcinoma in never-smokers,SRS1713695,Human lung,SRX2191168,SRR4296066
SRP090460,Conserved recurrent gene mutations correlate with pathway deregulation and clinical outcomes of lung adenocarcinoma in never-smokers,SRS1713697,Human lung,SRX2191169,SRR4296067
SRP090460,Conserved recurrent gene mutations correlate with pathway deregulation and clinical outcomes of lung adenocarcinoma in never-smokers,SRS1713735,Human lung,SRX2191208,SRR4296106
SRP090460,Conserved recurrent gene mutations correlate with pathway deregulation and clinical outcomes of lung adenocarcinoma in never-smokers,SRS1713731,Human lung,SRX2191204,SRR4296102
SRP090460,Conserved recurrent gene mutations correlate with pathway deregulation and clinical outcomes of lung adenocarcinoma in never-smokers,SRS1713737,Human lung,SRX2191209,SRR4296107
SRP090460,Conserved recurrent gene mutations correlate with pathway deregulation and clinical outcomes of lung adenocarcinoma in never-smokers,SRS1713733,Human lung,SRX2191205,SRR4296103
SRP090460,Conserved recurrent gene mutations correlate with pathway deregulation and clinical outcomes of lung adenocarcinoma in never-smokers,SRS1713704,Human lung,SRX2191176,SRR4296074
SRP090460,Conserved recurrent gene mutations correlate with pathway deregulation and clinical outcomes of lung adenocarcinoma in never-smokers,SRS1713705,Human lung,SRX2191177,SRR4296075
SRP090460,Conserved recurrent gene mutations correlate with pathway deregulation and clinical outcomes of lung adenocarcinoma in never-smokers,SRS1713744,Human lung,SRX2191216,SRR4296114
SRP090460,Conserved recurrent gene mutations correlate with pathway deregulation and clinical outcomes of lung adenocarcinoma in never-smokers,SRS1713745,Human lung,SRX2191217,SRR4296115
SRP090460,Conserved recurrent gene mutations correlate with pathway deregulation and clinical outcomes of lung adenocarcinoma in never-smokers,SRS1713721,Human lung,SRX2191194,SRR4296092
SRP090460,Conserved recurrent gene mutations correlate with pathway deregulation and clinical outcomes of lung adenocarcinoma in never-smokers,SRS1713723,Human lung,SRX2191195,SRR4296093
SRP090460,Conserved recurrent gene mutations correlate with pathway deregulation and clinical outcomes of lung adenocarcinoma in never-smokers,SRS1713709,Human lung,SRX2191182,SRR4296080
SRP090460,Conserved recurrent gene mutations correlate with pathway deregulation and clinical outcomes of lung adenocarcinoma in never-smokers,SRS1713738,Human lung,SRX2191210,SRR4296108
SRP090460,Conserved recurrent gene mutations correlate with pathway deregulation and clinical outcomes of lung adenocarcinoma in never-smokers,SRS1713740,Human lung,SRX2191211,SRR4296109
SRP090460,Conserved recurrent gene mutations correlate with pathway deregulation and clinical outcomes of lung adenocarcinoma in never-smokers,SRS1713711,Human lung,SRX2191183,SRR4296081
SRP090460,Conserved recurrent gene mutations correlate with pathway deregulation and clinical outcomes of lung adenocarcinoma in never-smokers,SRS1713734,Human lung,SRX2191206,SRR4296104
SRP090460,Conserved recurrent gene mutations correlate with pathway deregulation and clinical outcomes of lung adenocarcinoma in never-smokers,SRS1713736,Human lung,SRX2191207,SRR4296105
SRP090460,Conserved recurrent gene mutations correlate with pathway deregulation and clinical outcomes of lung adenocarcinoma in never-smokers,SRS1713730,Human lung,SRX2191202,SRR4296100
SRP090460,Conserved recurrent gene mutations correlate with pathway deregulation and clinical outcomes of lung adenocarcinoma in never-smokers,SRS1713732,Human lung,SRX2191203,SRR4296101
SRP090460,Conserved recurrent gene mutations correlate with pathway deregulation and clinical outcomes of lung adenocarcinoma in never-smokers,SRS1713724,Human lung,SRX2191196,SRR4296094
SRP090460,Conserved recurrent gene mutations correlate with pathway deregulation and clinical outcomes of lung adenocarcinoma in never-smokers,SRS1713725,Human lung,SRX2191197,SRR4296095
SRP090460,Conserved recurrent gene mutations correlate with pathway deregulation and clinical outcomes of lung adenocarcinoma in never-smokers,SRS1713693,Human lung,SRX2191166,SRR4296064
SRP090460,Conserved recurrent gene mutations correlate with pathway deregulation and clinical outcomes of lung adenocarcinoma in never-smokers,SRS1713696,Human lung,SRX2191167,SRR4296065
SRP090460,Conserved recurrent gene mutations correlate with pathway deregulation and clinical outcomes of lung adenocarcinoma in never-smokers,SRS1713698,Human lung,SRX2191170,SRR4296068
SRP090460,Conserved recurrent gene mutations correlate with pathway deregulation and clinical outcomes of lung adenocarcinoma in never-smokers,SRS1713699,Human lung,SRX2191171,SRR4296069
SRP090460,Conserved recurrent gene mutations correlate with pathway deregulation and clinical outcomes of lung adenocarcinoma in never-smokers,SRS1713728,Human lung,SRX2191200,SRR4296098
SRP090460,Conserved recurrent gene mutations correlate with pathway deregulation and clinical outcomes of lung adenocarcinoma in never-smokers,SRS1713729,Human lung,SRX2191201,SRR4296099
SRP056612,Homo sapiens Transcriptome or Gene expression,SRS885864,,SRX970742,SRR1942946
SRP056612,Homo sapiens Transcriptome or Gene expression,SRS885864,,SRX970742,SRR1942948
SRP056612,Homo sapiens Transcriptome or Gene expression,SRS885867,,SRX970744,SRR1942952
SRP056612,Homo sapiens Transcriptome or Gene expression,SRS885867,,SRX970744,SRR1942954
SRP056612,Homo sapiens Transcriptome or Gene expression,SRS885860,,SRX970735,SRR1942938
SRP056612,Homo sapiens Transcriptome or Gene expression,SRS885860,,SRX970735,SRR1942939
SRP056612,Homo sapiens Transcriptome or Gene expression,SRS885885,,SRX970762,SRR1942985
SRP056612,Homo sapiens Transcriptome or Gene expression,SRS885885,,SRX970762,SRR1942987
SRP056612,Homo sapiens Transcriptome or Gene expression,SRS885856,,SRX970730,SRR1942929
SRP056612,Homo sapiens Transcriptome or Gene expression,SRS885856,,SRX970730,SRR1942934
SRP056612,Homo sapiens Transcriptome or Gene expression,SRS885886,,SRX970763,SRR1942989
SRP056612,Homo sapiens Transcriptome or Gene expression,SRS885886,,SRX970763,SRR1942990
SRP056612,Homo sapiens Transcriptome or Gene expression,SRS885883,,SRX970760,SRR1942983
SRP056612,Homo sapiens Transcriptome or Gene expression,SRS885883,,SRX970760,SRR1942984
SRP056612,Homo sapiens Transcriptome or Gene expression,SRS885872,,SRX970748,SRR1942960
SRP056612,Homo sapiens Transcriptome or Gene expression,SRS885872,,SRX970748,SRR1942961
SRP056612,Homo sapiens Transcriptome or Gene expression,SRS885868,,SRX970745,SRR1942956
SRP056612,Homo sapiens Transcriptome or Gene expression,SRS885868,,SRX970745,SRR1942957
SRP056612,Homo sapiens Transcriptome or Gene expression,SRS885873,,SRX970749,SRR1942962
SRP056612,Homo sapiens Transcriptome or Gene expression,SRS885873,,SRX970749,SRR1942963
SRP047429,Small RNA sequencing of formalin-fixed and paraffin-embedded lung adenocarcinoma tissue,SRS609787,,SRX546051,SRR1290827
SRP047429,Small RNA sequencing of formalin-fixed and paraffin-embedded lung adenocarcinoma tissue,SRS609787,,SRX546059,SRR1290835
SRP047429,Small RNA sequencing of formalin-fixed and paraffin-embedded lung adenocarcinoma tissue,SRS609788,,SRX546052,SRR1290828
SRP047429,Small RNA sequencing of formalin-fixed and paraffin-embedded lung adenocarcinoma tissue,SRS609788,,SRX546060,SRR1290836
SRP047429,Small RNA sequencing of formalin-fixed and paraffin-embedded lung adenocarcinoma tissue,SRS609789,,SRX546053,SRR1290829
SRP047429,Small RNA sequencing of formalin-fixed and paraffin-embedded lung adenocarcinoma tissue,SRS609790,,SRX546054,SRR1290830
SRP047429,Small RNA sequencing of formalin-fixed and paraffin-embedded lung adenocarcinoma tissue,SRS609791,,SRX546055,SRR1290831
SRP047429,Small RNA sequencing of formalin-fixed and paraffin-embedded lung adenocarcinoma tissue,SRS609792,,SRX546056,SRR1290832
SRP047429,Small RNA sequencing of formalin-fixed and paraffin-embedded lung adenocarcinoma tissue,SRS609793,,SRX546057,SRR1290833
SRP047429,Small RNA sequencing of formalin-fixed and paraffin-embedded lung adenocarcinoma tissue,SRS609794,,SRX546058,SRR1290834
SRP006575,Transcriptional profiling of lncRNAs and novel transcribed regions across a diverse panel of archived human cancers,SRS190704,Lung adenocarcinoma,SRX059639,SRR191645
SRP006575,Transcriptional profiling of lncRNAs and novel transcribed regions across a diverse panel of archived human cancers,SRS190704,Lung adenocarcinoma,SRX059639,SRR191646
SRP006575,Transcriptional profiling of lncRNAs and novel transcribed regions across a diverse panel of archived human cancers,SRS190705,Lung adenocarcinoma,SRX059640,SRR191647
SRP006575,Transcriptional profiling of lncRNAs and novel transcribed regions across a diverse panel of archived human cancers,SRS190705,Lung adenocarcinoma,SRX059640,SRR191648
SRP006575,Transcriptional profiling of lncRNAs and novel transcribed regions across a diverse panel of archived human cancers,SRS190706,Lung adenocarcinoma,SRX059641,SRR191649
SRP048907,CSER: Exploring Precision Cancer Medicine for Sarcoma and Rare Cancers,SRS1741521,,SRX1910552,SRR4307597
