sra_study_id,study_title,sra_sample_id,sample_name,sra_experiment_id,sra_run_id
SRP071557,The Landscape of Antisense Gene Expression in Human Cancers,SRS1332330,,SRX1622604,SRR3215068
SRP071557,The Landscape of Antisense Gene Expression in Human Cancers,SRS1332363,,SRX1622613,SRR3215077
SRP071557,The Landscape of Antisense Gene Expression in Human Cancers,SRS1332617,,SRX1622335,SRR3214798
SRP071557,The Landscape of Antisense Gene Expression in Human Cancers,SRS1332357,,SRX1622620,SRR3215084
SRP071557,The Landscape of Antisense Gene Expression in Human Cancers,SRS1332329,,SRX1622600,SRR3215064
SRP002628,Comparative transcriptomic analysis of prostate cancer and matched normal tissue using RNA-seq,SRS084151,Prostate adenocarcinoma,SRX022068,SRR057637
SRP002628,Comparative transcriptomic analysis of prostate cancer and matched normal tissue using RNA-seq,SRS084149,Prostate adenocarcinoma,SRX022066,SRR057635
SRP002628,Comparative transcriptomic analysis of prostate cancer and matched normal tissue using RNA-seq,SRS084150,Prostate adenocarcinoma,SRX022067,SRR057636
SRP002628,Comparative transcriptomic analysis of prostate cancer and matched normal tissue using RNA-seq,SRS084162,Prostate adenocarcinoma,SRX022079,SRR057648
SRP002628,Comparative transcriptomic analysis of prostate cancer and matched normal tissue using RNA-seq,SRS084154,Prostate adenocarcinoma,SRX022071,SRR057640
SRP002628,Comparative transcriptomic analysis of prostate cancer and matched normal tissue using RNA-seq,SRS084157,Prostate adenocarcinoma,SRX022074,SRR057643
SRP002628,Comparative transcriptomic analysis of prostate cancer and matched normal tissue using RNA-seq,SRS084145,Prostate adenocarcinoma,SRX022062,SRR057631
SRP002628,Comparative transcriptomic analysis of prostate cancer and matched normal tissue using RNA-seq,SRS084146,Prostate adenocarcinoma,SRX022063,SRR057632
SRP002628,Comparative transcriptomic analysis of prostate cancer and matched normal tissue using RNA-seq,SRS084147,Prostate adenocarcinoma,SRX022064,SRR057633
SRP002628,Comparative transcriptomic analysis of prostate cancer and matched normal tissue using RNA-seq,SRS084161,Prostate adenocarcinoma,SRX022078,SRR057647
SRP002628,Comparative transcriptomic analysis of prostate cancer and matched normal tissue using RNA-seq,SRS084158,Prostate adenocarcinoma,SRX022075,SRR057644
SRP002628,Comparative transcriptomic analysis of prostate cancer and matched normal tissue using RNA-seq,SRS084144,Prostate adenocarcinoma,SRX022061,SRR057630
SRP002628,Comparative transcriptomic analysis of prostate cancer and matched normal tissue using RNA-seq,SRS084148,Prostate adenocarcinoma,SRX022065,SRR057634
SRP002628,Comparative transcriptomic analysis of prostate cancer and matched normal tissue using RNA-seq,SRS084159,Prostate adenocarcinoma,SRX022076,SRR057645
SRP002628,Comparative transcriptomic analysis of prostate cancer and matched normal tissue using RNA-seq,SRS084152,Prostate adenocarcinoma,SRX022069,SRR057638
SRP002628,Comparative transcriptomic analysis of prostate cancer and matched normal tissue using RNA-seq,SRS084153,Prostate adenocarcinoma,SRX022070,SRR057639
SRP002628,Comparative transcriptomic analysis of prostate cancer and matched normal tissue using RNA-seq,SRS084160,Prostate adenocarcinoma,SRX022077,SRR057646
SRP002628,Comparative transcriptomic analysis of prostate cancer and matched normal tissue using RNA-seq,SRS084143,Prostate adenocarcinoma,SRX022060,SRR057629
SRP002628,Comparative transcriptomic analysis of prostate cancer and matched normal tissue using RNA-seq,SRS084156,Prostate adenocarcinoma,SRX022073,SRR057642
SRP002628,Comparative transcriptomic analysis of prostate cancer and matched normal tissue using RNA-seq,SRS084155,Prostate adenocarcinoma,SRX022072,SRR057641
SRP006575,Transcriptional profiling of lncRNAs and novel transcribed regions across a diverse panel of archived human cancers,SRS190710,Prostate adenocarcinoma,SRX059645,SRR191653
SRP006575,Transcriptional profiling of lncRNAs and novel transcribed regions across a diverse panel of archived human cancers,SRS190711,Prostate adenocarcinoma,SRX059646,SRR191654
SRP006575,Transcriptional profiling of lncRNAs and novel transcribed regions across a diverse panel of archived human cancers,SRS190712,Prostate adenocarcinoma,SRX059647,SRR191655
SRP069723,Expression profiling by high throughput sequencing of tumors derived from human prostate epithelial cells transformed with the oncogenes N-Myc and myrAKT1.,SRS1278029,Prostate adenocarcinoma,SRX1563504,SRR3148218
SRP069723,Expression profiling by high throughput sequencing of tumors derived from human prostate epithelial cells transformed with the oncogenes N-Myc and myrAKT1.,SRS1278027,Prostate adenocarcinoma,SRX1563506,SRR3148220
SRP069723,Expression profiling by high throughput sequencing of tumors derived from human prostate epithelial cells transformed with the oncogenes N-Myc and myrAKT1.,SRS1278026,Prostate adenocarcinoma,SRX1563508,SRR3148222
SRP003611,Deep transcriptional sequencing analysis of human prostate adenocarcinoma and reference samples,SRS115066,Prostate adenocarcinoma,SRX027123,SRR066423
SRP003611,Deep transcriptional sequencing analysis of human prostate adenocarcinoma and reference samples,SRS115066,Prostate adenocarcinoma,SRX027123,SRR066424
SRP003611,Deep transcriptional sequencing analysis of human prostate adenocarcinoma and reference samples,SRS115066,Prostate adenocarcinoma,SRX027123,SRR066425
SRP003611,Deep transcriptional sequencing analysis of human prostate adenocarcinoma and reference samples,SRS115066,Prostate adenocarcinoma,SRX027123,SRR066426
SRP003611,Deep transcriptional sequencing analysis of human prostate adenocarcinoma and reference samples,SRS115066,Prostate adenocarcinoma,SRX027123,SRR066427
SRP003611,Deep transcriptional sequencing analysis of human prostate adenocarcinoma and reference samples,SRS115066,Prostate adenocarcinoma,SRX027123,SRR066428
SRP003611,Deep transcriptional sequencing analysis of human prostate adenocarcinoma and reference samples,SRS115066,Prostate adenocarcinoma,SRX027123,SRR066429
SRP003611,Deep transcriptional sequencing analysis of human prostate adenocarcinoma and reference samples,SRS115067,Prostate adenocarcinoma,SRX027124,SRR066430
SRP003611,Deep transcriptional sequencing analysis of human prostate adenocarcinoma and reference samples,SRS115067,Prostate adenocarcinoma,SRX027124,SRR066431
SRP003611,Deep transcriptional sequencing analysis of human prostate adenocarcinoma and reference samples,SRS115067,Prostate adenocarcinoma,SRX027124,SRR066432
SRP003611,Deep transcriptional sequencing analysis of human prostate adenocarcinoma and reference samples,SRS115067,Prostate adenocarcinoma,SRX027124,SRR066433
SRP003611,Deep transcriptional sequencing analysis of human prostate adenocarcinoma and reference samples,SRS115067,Prostate adenocarcinoma,SRX027124,SRR066434
SRP003611,Deep transcriptional sequencing analysis of human prostate adenocarcinoma and reference samples,SRS115067,Prostate adenocarcinoma,SRX027124,SRR066435
SRP003611,Deep transcriptional sequencing analysis of human prostate adenocarcinoma and reference samples,SRS115067,Prostate adenocarcinoma,SRX027124,SRR066436
SRP003611,Deep transcriptional sequencing analysis of human prostate adenocarcinoma and reference samples,SRS115068,Prostate adenocarcinoma,SRX027125,SRR066437
SRP003611,Deep transcriptional sequencing analysis of human prostate adenocarcinoma and reference samples,SRS115068,Prostate adenocarcinoma,SRX027125,SRR066438
SRP003611,Deep transcriptional sequencing analysis of human prostate adenocarcinoma and reference samples,SRS115068,Prostate adenocarcinoma,SRX027125,SRR066439
SRP003611,Deep transcriptional sequencing analysis of human prostate adenocarcinoma and reference samples,SRS115068,Prostate adenocarcinoma,SRX027125,SRR066440
SRP003611,Deep transcriptional sequencing analysis of human prostate adenocarcinoma and reference samples,SRS115068,Prostate adenocarcinoma,SRX027125,SRR066441
SRP003611,Deep transcriptional sequencing analysis of human prostate adenocarcinoma and reference samples,SRS115068,Prostate adenocarcinoma,SRX027125,SRR066442
SRP003611,Deep transcriptional sequencing analysis of human prostate adenocarcinoma and reference samples,SRS115068,Prostate adenocarcinoma,SRX027125,SRR066443
SRP003611,Deep transcriptional sequencing analysis of human prostate adenocarcinoma and reference samples,SRS115068,Prostate adenocarcinoma,SRX027125,SRR066444
SRP003611,Deep transcriptional sequencing analysis of human prostate adenocarcinoma and reference samples,SRS115068,Prostate adenocarcinoma,SRX027125,SRR066445
SRP003611,Deep transcriptional sequencing analysis of human prostate adenocarcinoma and reference samples,SRS115068,Prostate adenocarcinoma,SRX027125,SRR066446
SRP003611,Deep transcriptional sequencing analysis of human prostate adenocarcinoma and reference samples,SRS115068,Prostate adenocarcinoma,SRX027125,SRR066447
SRP003611,Deep transcriptional sequencing analysis of human prostate adenocarcinoma and reference samples,SRS115068,Prostate adenocarcinoma,SRX027125,SRR066448
SRP003611,Deep transcriptional sequencing analysis of human prostate adenocarcinoma and reference samples,SRS115068,Prostate adenocarcinoma,SRX027125,SRR066449
SRP003611,Deep transcriptional sequencing analysis of human prostate adenocarcinoma and reference samples,SRS115068,Prostate adenocarcinoma,SRX027125,SRR066450
